     400     500       6   10201     101
       1      24       5
   60001   60024       5
  120001  120024       5
  180001  180024       5
  240001  240024       5
  300001  300024       5
  360001  360024       5
  420001  420024       5
  480001  480024       5
  540001  540024       5
  600001  600024       5
  660001  660024       5
  720001  720024       5
  780001  780024       5
  840001  840024       5
  900001  900024       5
  960001  960024       5
 1020001 1020024       5
 1080001 1080024       5
 1140001 1140024       5
 1200001 1200024       5
 1260001 1260024       5
 1320001 1320024       5
 1380001 1380024       5
 1440001 1440024       5
 1500001 1500024       5
 1560001 1560024       5
 1620001 1620024       5
 1680001 1680024       5
 1740001 1740024       5
 1800001 1800024       5
 1860001 1860024       5
 1920001 1920024       5
 1980001 1980024       5
 2040001 2040024       5
 2100001 2100024       5
 2160001 2160024       5
 2220001 2220024       5
 2280001 2280024       5
 2340001 2340024       5
 2400001 2400024       5
 2460001 2460024       5
 2520001 2520024       5
 2580001 2580024       5
 2640001 2640024       5
 2700001 2700024       5
 2760001 2760024       5
 2820001 2820024       5
 2880001 2880024       5
 2940001 2940024       1
 3000001 3000024       1
 3060001 3060024       6
 3120001 3120024       6
 3180001 3180024       6
 3240001 3240024       6
 3300001 3300024       6
 3360001 3360024       6
 3420001 3420024       6
 3480001 3480024       6
 3540001 3540024       6
 3600001 3600024       6
 3660001 3660024       6
 3720001 3720024       6
 3780001 3780024       6
 3840001 3840024       6
 3900001 3900024       6
 3960001 3960024       6
 4020001 4020024       6
 4080001 4080024       6
 4140001 4140024       6
 4200001 4200024       6
 4260001 4260024       6
 4320001 4320024       6
 4380001 4380024       6
 4440001 4440024       6
 4500001 4500024       6
 4560001 4560024       6
 4620001 4620024       6
 4680001 4680024       6
 4740001 4740024       6
 4800001 4800024       6
 4860001 4860024       6
 4920001 4920024       6
 4980001 4980024       6
 5040001 5040024       6
 5100001 5100024       6
 5160001 5160024       6
 5220001 5220024       6
 5280001 5280024       6
 5340001 5340024       6
 5400001 5400024       6
 5460001 5460024       6
 5520001 5520024       6
 5580001 5580024       6
 5640001 5640024       6
 5700001 5700024       6
 5760001 5760024       6
 5820001 5820024       6
 5880001 5880024       6
 5940001 5940024       6
      25      48       5
   60025   60048       5
  120025  120048       5
  180025  180048       5
  240025  240048       5
  300025  300048       5
  360025  360048       5
  420025  420048       5
  480025  480048       5
  540025  540048       5
  600025  600048       5
  660025  660048       5
  720025  720048       5
  780025  780048       5
  840025  840048       5
  900025  900048       5
  960025  960048       5
 1020025 1020048       5
 1080025 1080048       5
 1140025 1140048       5
 1200025 1200048       5
 1260025 1260048       5
 1320025 1320048       5
 1380025 1380048       5
 1440025 1440048       5
 1500025 1500048       5
 1560025 1560048       5
 1620025 1620048       5
 1680025 1680048       5
 1740025 1740048       5
 1800025 1800048       5
 1860025 1860048       5
 1920025 1920048       5
 1980025 1980048       5
 2040025 2040048       5
 2100025 2100048       5
 2160025 2160048       5
 2220025 2220048       5
 2280025 2280048       5
 2340025 2340048       5
 2400025 2400048       5
 2460025 2460048       5
 2520025 2520048       5
 2580025 2580048       5
 2640025 2640048       5
 2700025 2700048       5
 2760025 2760048       5
 2820025 2820048       5
 2880025 2880048       5
 2940025 2940048       2
 3000025 3000048       2
 3060025 3060048       6
 3120025 3120048       6
 3180025 3180048       6
 3240025 3240048       6
 3300025 3300048       6
 3360025 3360048       6
 3420025 3420048       6
 3480025 3480048       6
 3540025 3540048       6
 3600025 3600048       6
 3660025 3660048       6
 3720025 3720048       6
 3780025 3780048       6
 3840025 3840048       6
 3900025 3900048       6
 3960025 3960048       6
 4020025 4020048       6
 4080025 4080048       6
 4140025 4140048       6
 4200025 4200048       6
 4260025 4260048       6
 4320025 4320048       6
 4380025 4380048       6
 4440025 4440048       6
 4500025 4500048       6
 4560025 4560048       6
 4620025 4620048       6
 4680025 4680048       6
 4740025 4740048       6
 4800025 4800048       6
 4860025 4860048       6
 4920025 4920048       6
 4980025 4980048       6
 5040025 5040048       6
 5100025 5100048       6
 5160025 5160048       6
 5220025 5220048       6
 5280025 5280048       6
 5340025 5340048       6
 5400025 5400048       6
 5460025 5460048       6
 5520025 5520048       6
 5580025 5580048       6
 5640025 5640048       6
 5700025 5700048       6
 5760025 5760048       6
 5820025 5820048       6
 5880025 5880048       6
 5940025 5940048       6
      49      72       5
   60049   60072       5
  120049  120072       5
  180049  180072       5
  240049  240072       5
  300049  300072       5
  360049  360072       5
  420049  420072       5
  480049  480072       5
  540049  540072       5
  600049  600072       5
  660049  660072       5
  720049  720072       5
  780049  780072       5
  840049  840072       5
  900049  900072       5
  960049  960072       5
 1020049 1020072       5
 1080049 1080072       5
 1140049 1140072       5
 1200049 1200072       5
 1260049 1260072       5
 1320049 1320072       5
 1380049 1380072       5
 1440049 1440072       5
 1500049 1500072       5
 1560049 1560072       5
 1620049 1620072       5
 1680049 1680072       5
 1740049 1740072       5
 1800049 1800072       5
 1860049 1860072       5
 1920049 1920072       5
 1980049 1980072       5
 2040049 2040072       5
 2100049 2100072       5
 2160049 2160072       5
 2220049 2220072       5
 2280049 2280072       5
 2340049 2340072       5
 2400049 2400072       5
 2460049 2460072       5
 2520049 2520072       5
 2580049 2580072       5
 2640049 2640072       5
 2700049 2700072       5
 2760049 2760072       5
 2820049 2820072       5
 2880049 2880072       5
 2940049 2940072       3
 3000049 3000072       3
 3060049 3060072       6
 3120049 3120072       6
 3180049 3180072       6
 3240049 3240072       6
 3300049 3300072       6
 3360049 3360072       6
 3420049 3420072       6
 3480049 3480072       6
 3540049 3540072       6
 3600049 3600072       6
 3660049 3660072       6
 3720049 3720072       6
 3780049 3780072       6
 3840049 3840072       6
 3900049 3900072       6
 3960049 3960072       6
 4020049 4020072       6
 4080049 4080072       6
 4140049 4140072       6
 4200049 4200072       6
 4260049 4260072       6
 4320049 4320072       6
 4380049 4380072       6
 4440049 4440072       6
 4500049 4500072       6
 4560049 4560072       6
 4620049 4620072       6
 4680049 4680072       6
 4740049 4740072       6
 4800049 4800072       6
 4860049 4860072       6
 4920049 4920072       6
 4980049 4980072       6
 5040049 5040072       6
 5100049 5100072       6
 5160049 5160072       6
 5220049 5220072       6
 5280049 5280072       6
 5340049 5340072       6
 5400049 5400072       6
 5460049 5460072       6
 5520049 5520072       6
 5580049 5580072       6
 5640049 5640072       6
 5700049 5700072       6
 5760049 5760072       6
 5820049 5820072       6
 5880049 5880072       6
 5940049 5940072       6
      73      96       5
   60073   60096       5
  120073  120096       5
  180073  180096       5
  240073  240096       5
  300073  300096       5
  360073  360096       5
  420073  420096       5
  480073  480096       5
  540073  540096       5
  600073  600096       5
  660073  660096       5
  720073  720096       5
  780073  780096       5
  840073  840096       5
  900073  900096       5
  960073  960096       5
 1020073 1020096       5
 1080073 1080096       5
 1140073 1140096       5
 1200073 1200096       5
 1260073 1260096       5
 1320073 1320096       5
